;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
7339;И чемпремьер-министрвиноват, если один из младших министров его кабинета, Герберт Чорли, именно на этой неделе повел себя так нелепо, что его пришлось отправить «побыть с семьей»?;33;[{'CCONJ': 'и'}, {'NOUN': 'чемпремьер-министрвиноватый'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'NUM': 'один'}, {'ADP': 'из'}, {'ADJ': 'младший'}, {'NOUN': 'министр'}, {'DET': 'его'}, {'NOUN': 'кабинет'}, {'PUNCT': ','}, {'PROPN': 'герберт'}, {'PROPN': 'чорли'}, {'PUNCT': ','}, {'PART': 'именно'}, {'ADP': 'на'}, {'DET': 'этот'}, {'NOUN': 'неделя'}, {'VERB': 'повести'}, {'PRON': 'себя'}, {'ADV': 'так'}, {'ADJ': 'нелепый'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'прийтись'}, {'VERB': 'отправить'}, {'PUNCT': '«'}, {'VERB': 'побыть'}, {'ADP': 'с'}, {'NOUN': 'семья'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7420;Возможно, вы не согласны с Черным Лордом и считаете, что Думбльдор не заметил бы, если б в сражении с Орденом Феникса я перешел на сторону Упивающихся Смертью?;31;[{'ADV': 'возможно'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PART': 'не'}, {'ADJ': 'согласный'}, {'ADP': 'с'}, {'PROPN': 'черный'}, {'PROPN': 'лорд'}, {'CCONJ': 'и'}, {'VERB': 'считать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'думбльдор'}, {'PART': 'не'}, {'VERB': 'заметить'}, {'AUX': 'бы'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'AUX': 'б'}, {'ADP': 'в'}, {'NOUN': 'сражение'}, {'ADP': 'с'}, {'PROPN': 'орден'}, {'PROPN': 'феникс'}, {'PRON': 'я'}, {'VERB': 'перейти'}, {'ADP': 'на'}, {'NOUN': 'сторона'}, {'PROPN': 'упиваться'}, {'NOUN': 'смерть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7430;Я делал все, чтобы его вышвырнули из «Хогварца», где, по моему убеждению, ему совсем не место, но убить или позволить ему погибнуть уменя на глазах?;33;[{'PRON': 'я'}, {'VERB': 'делать'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'он'}, {'VERB': 'вышвырнуть'}, {'ADP': 'из'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'ADV': 'где'}, {'PUNCT': ','}, {'ADP': 'по'}, {'DET': 'мой'}, {'NOUN': 'убеждение'}, {'PUNCT': ','}, {'PRON': 'он'}, {'ADV': 'совсем'}, {'PART': 'не'}, {'NOUN': 'место'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'VERB': 'убить'}, {'CCONJ': 'или'}, {'VERB': 'позволить'}, {'PRON': 'он'}, {'VERB': 'погибнуть'}, {'VERB': 'уменить'}, {'ADP': 'на'}, {'NOUN': 'глаз'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
7453;А если будет необходимо… если станет ясно, что Драко не сумеет… – прошептала Нарцисса (рука Злея дрогнула, но он не отнял ее), – клянешься ли ты закончить дело, которое Черный Лорд поручил моему сыну?;43;[{'CCONJ': 'а'}, {'SCONJ': 'если'}, {'AUX': 'быть'}, {'ADJ': 'необходимый'}, {'PUNCT': '…'}, {'SCONJ': 'если'}, {'VERB': 'стать'}, {'ADJ': 'ясный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'драко'}, {'PART': 'не'}, {'VERB': 'суметь'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'NOUN': 'прошептать'}, {'PROPN': 'нарцисс'}, {'PUNCT': '('}, {'NOUN': 'рука'}, {'PROPN': 'злея'}, {'VERB': 'дрогнуть'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'отнять'}, {'PRON': 'она'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'клясться'}, {'PART': 'ли'}, {'PRON': 'ты'}, {'VERB': 'закончить'}, {'NOUN': 'дело'}, {'PUNCT': ','}, {'PRON': 'который'}, {'ADJ': 'черный'}, {'PROPN': 'лорд'}, {'VERB': 'поручить'}, {'DET': 'мой'}, {'NOUN': 'сын'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7745;В смысле… когда Черный Лорд придет к власти, он что, будет спрашивать про С. О. В. У. и П. А. У. К. ?;34;[{'ADP': 'в'}, {'NOUN': 'смысл'}, {'PUNCT': '…'}, {'SCONJ': 'когда'}, {'ADJ': 'черный'}, {'PROPN': 'лорд'}, {'VERB': 'прийти'}, {'ADP': 'к'}, {'NOUN': 'власть'}, {'PUNCT': ','}, {'PRON': 'он'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'VERB': 'спрашивать'}, {'ADP': 'про'}, {'PROPN': 'с'}, {'PUNCT': '.'}, {'PROPN': 'о'}, {'PUNCT': '.'}, {'PROPN': 'в'}, {'PUNCT': '.'}, {'PROPN': 'у'}, {'PUNCT': '.'}, {'CCONJ': 'и'}, {'PROPN': 'п'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PROPN': '.'}, {'PROPN': 'у'}, {'PUNCT': '.'}, {'PROPN': 'к'}, {'PUNCT': '.'}, {'PUNCT': '?'}];"когда; что";[{'SCONJ': 'когда'}, {'SCONJ': 'что'}]
7751;Он, кажется, слышал, как шелестит листва на деревьях у озера и ухает вдалеке сова, но поисковой партии или даже испуганных криков: «Где же Поттер?;31;[{'PRON': 'он'}, {'PUNCT': ','}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'VERB': 'слышать'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'ADJ': 'шелестеть'}, {'NOUN': 'листва'}, {'ADP': 'на'}, {'NOUN': 'дерево'}, {'ADP': 'у'}, {'NOUN': 'озеро'}, {'CCONJ': 'и'}, {'ADJ': 'ухает'}, {'NOUN': 'вдалеке'}, {'NOUN': 'сова'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'ADJ': 'поисковый'}, {'NOUN': 'партия'}, {'CCONJ': 'или'}, {'PART': 'даже'}, {'ADJ': 'испуганный'}, {'NOUN': 'крик'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'ADV': 'где'}, {'PART': 'же'}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];"как; где";[{'SCONJ': 'как'}, {'ADV': 'где'}]
8063;Том, конечно, клянется, что этого не делал, и я не понимаю, как бы ему удалось, но все равно, он ведь не сам повесился на балке, верно?;35;[{'PRON': 'тот'}, {'PUNCT': ','}, {'ADV': 'конечно'}, {'PUNCT': ','}, {'VERB': 'клясться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'PART': 'не'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PRON': 'я'}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': ','}, {'ADV': 'как'}, {'PART': 'бы'}, {'PRON': 'он'}, {'VERB': 'удаться'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PRON': 'весь'}, {'ADJ': 'равный'}, {'PUNCT': ','}, {'PRON': 'он'}, {'PART': 'ведь'}, {'PART': 'не'}, {'ADJ': 'сам'}, {'VERB': 'повеситься'}, {'ADP': 'на'}, {'NOUN': 'балка'}, {'PUNCT': ','}, {'ADJ': 'верный'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'ADV': 'как'}]
8140;"Эмм, – во внезапно наступившей тишине промычал Гарри; он не ожидал, что его блистательный план так странно обернется, – ну что… пойдем наверх, праздновать?";31;"[{'PROPN': 'эмма'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'в'}, {'ADV': 'внезапно'}, {'VERB': 'наступить'}, {'NOUN': 'тишина'}, {'NOUN': 'промычать'}, {'PROPN': 'гарри'}, {'PUNCT': ';'}, {'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'ожидать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'DET': 'его'}, {'ADJ': 'блистательный'}, {'NOUN': 'план'}, {'ADV': 'так'}, {'ADV': 'странно'}, {'VERB': 'обернуться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': '…'}, {'VERB': 'пойти'}, {'ADV': 'наверх'}, {'PUNCT': ','}, {'VERB': 'праздновать'}, {'PUNCT': '?'}]";"что; что";[{'SCONJ': 'что'}, {'PRON': 'что'}]
8240;Гарри, а тебе не приходило в голову, – начал мистер Уизли, – что Злей просто… – …притворялся, предлагая помощь, а сам хотел выяснить, что затеял Малфой?;35;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'приходить'}, {'ADP': 'в'}, {'NOUN': 'голова'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'начать'}, {'NOUN': 'мистер'}, {'PROPN': 'уизли'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'PROPN': 'злеть'}, {'ADJ': 'простой'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PUNCT': '…'}, {'NOUN': 'притворяться'}, {'PUNCT': ','}, {'VERB': 'предлагать'}, {'NOUN': 'помощь'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADJ': 'сам'}, {'VERB': 'хотеть'}, {'VERB': 'выяснить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'затеять'}, {'PROPN': 'малфа'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}]
8281;Разумеется, разумеется, я и не хочу, чтобы ты выдавал… ни в коем случае… и потом, разве это так важно, Избранный ты или нет?;31;[{'ADV': 'разумеется'}, {'PUNCT': ','}, {'ADV': 'разумеется'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PART': 'и'}, {'PART': 'не'}, {'VERB': 'хотеть'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'ты'}, {'VERB': 'выдавать'}, {'PUNCT': '…'}, {'PART': 'ни'}, {'ADP': 'в'}, {'DET': 'кой'}, {'NOUN': 'случай'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'ADV': 'потом'}, {'PUNCT': ','}, {'PART': 'разве'}, {'PRON': 'это'}, {'ADV': 'так'}, {'ADJ': 'важный'}, {'PUNCT': ','}, {'PROPN': 'избранный'}, {'PRON': 'ты'}, {'CCONJ': 'или'}, {'PART': 'нет'}, {'PUNCT': '?'}];0;0
8493;И тебе, Шкверчок, запрещается даже намекать ему на это, показывать ему, чем ты занимаешься, разговаривать с ним, писать записки… и… вообще с ним контактировать – ясно?;35;[{'CCONJ': 'и'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PROPN': 'шкверчок'}, {'PUNCT': ','}, {'VERB': 'запрещаться'}, {'PART': 'даже'}, {'VERB': 'намекать'}, {'PRON': 'он'}, {'ADP': 'на'}, {'PRON': 'это'}, {'PUNCT': ','}, {'VERB': 'показывать'}, {'PRON': 'он'}, {'PUNCT': ','}, {'SCONJ': 'чем'}, {'PRON': 'ты'}, {'VERB': 'заниматься'}, {'PUNCT': ','}, {'VERB': 'разговаривать'}, {'ADP': 'с'}, {'PRON': 'он'}, {'PUNCT': ','}, {'VERB': 'писать'}, {'NOUN': 'записка'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PUNCT': '…'}, {'ADV': 'вообще'}, {'ADP': 'с'}, {'PRON': 'он'}, {'VERB': 'контактировать'}, {'PUNCT': '–'}, {'ADV': 'ясно'}, {'PUNCT': '?'}];0;0
8854;"Он не обращал внимания ни на охи и ахи Гермионы, ни на вопросы Рона; у них еще будет время все обсудить. – …в общем, вы понимаете, что это значит?";36;"[{'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'обращать'}, {'NOUN': 'внимание'}, {'PART': 'ни'}, {'ADP': 'на'}, {'NOUN': 'охи'}, {'CCONJ': 'и'}, {'NOUN': 'ахи'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'CCONJ': 'ни'}, {'ADP': 'на'}, {'NOUN': 'вопрос'}, {'PROPN': 'рон'}, {'PUNCT': ';'}, {'ADP': 'у'}, {'PRON': 'они'}, {'ADV': 'еще'}, {'VERB': 'быть'}, {'NOUN': 'время'}, {'DET': 'весь'}, {'VERB': 'обсудить'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'PUNCT': '…'}, {'ADP': 'в'}, {'ADJ': 'общий'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'понимать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': '?'}]";что;[{'SCONJ': 'что'}]
8956;А отравленный мед… разумеется, Росмерта могла по твоему приказу подсыпать яд в бутылку и отослать ее Дивангарду, зная, что он собирается подарить ее мне на Рождество… да, ловко… ловко… бедному мистеру Филчу, естественно, в голову бы не пришло проверять бутылку от Росмерты… а как же вы с ней связывались?;61;[{'CCONJ': 'а'}, {'VERB': 'отравить'}, {'NOUN': 'мед'}, {'PUNCT': '…'}, {'ADV': 'разумеется'}, {'PUNCT': ','}, {'PROPN': 'росмерот'}, {'VERB': 'мочь'}, {'ADP': 'по'}, {'DET': 'твой'}, {'NOUN': 'приказ'}, {'VERB': 'подсыпать'}, {'NOUN': 'яд'}, {'ADP': 'в'}, {'NOUN': 'бутылка'}, {'CCONJ': 'и'}, {'VERB': 'отослать'}, {'PRON': 'она'}, {'PROPN': 'дивангарда'}, {'PUNCT': ','}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'собираться'}, {'VERB': 'подарить'}, {'PRON': 'она'}, {'PRON': 'я'}, {'ADP': 'на'}, {'PROPN': 'рождество'}, {'PUNCT': '…'}, {'PART': 'да'}, {'PUNCT': ','}, {'ADV': 'ловко'}, {'PUNCT': '…'}, {'ADV': 'ловко'}, {'PUNCT': '…'}, {'ADJ': 'бедный'}, {'NOUN': 'мистер'}, {'PROPN': 'филча'}, {'PUNCT': ','}, {'ADV': 'естественно'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'голова'}, {'AUX': 'бы'}, {'PART': 'не'}, {'VERB': 'прийти'}, {'VERB': 'проверять'}, {'NOUN': 'бутылка'}, {'ADP': 'от'}, {'PROPN': 'росмерот'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'ADV': 'как'}, {'PART': 'же'}, {'PRON': 'вы'}, {'ADP': 'с'}, {'PRON': 'она'}, {'VERB': 'связываться'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'ADV': 'как'}]
9088;Гарри Поттер и Дары Смерти [Картинка: i_011. jpg] Посвящение в этой книге разбито на семь частей: Нилу, Джессике, Дэвиду, Кензи, Ди, Энн и вам, если вы оставались с Гарри до концаО родовой недуг,Вечно живая рана!Крови напев немолчный, —Увы!Давний напев нестройный, —Увы!Неусыпимый веред!В язвину вложит ктоЗелий целебных силу?;73;[{'PROPN': 'гарри'}, {'PROPN': 'поттер'}, {'CCONJ': 'и'}, {'PROPN': 'дар'}, {'PROPN': 'смерть'}, {'PUNCT': '['}, {'NOUN': 'картинка'}, {'PUNCT': ':'}, {'X': 'i_011'}, {'PUNCT': '.'}, {'X': 'jpg'}, {'PUNCT': ']'}, {'NOUN': 'посвящение'}, {'ADP': 'в'}, {'DET': 'этот'}, {'NOUN': 'книга'}, {'VERB': 'разбить'}, {'ADP': 'на'}, {'NUM': 'семь'}, {'NOUN': 'часть'}, {'PUNCT': ':'}, {'PROPN': 'нил'}, {'PUNCT': ','}, {'PROPN': 'джессика'}, {'PUNCT': ','}, {'PROPN': 'дэвид'}, {'PUNCT': ','}, {'PROPN': 'кензи'}, {'PUNCT': ','}, {'PROPN': 'ди'}, {'PUNCT': ','}, {'PROPN': 'энн'}, {'CCONJ': 'и'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'вы'}, {'VERB': 'оставаться'}, {'ADP': 'с'}, {'PROPN': 'гарри'}, {'ADP': 'до'}, {'ADJ': 'концао'}, {'ADJ': 'родовой'}, {'NOUN': 'недуг'}, {'PUNCT': ','}, {'VERB': 'вечный'}, {'ADJ': 'живой'}, {'NOUN': 'рана'}, {'PUNCT': '!'}, {'NOUN': 'кровь'}, {'ADJ': 'напев'}, {'NOUN': 'немолчный'}, {'PUNCT': ','}, {'PUNCT': '—'}, {'PART': 'увы'}, {'PUNCT': '!'}, {'ADJ': 'давний'}, {'ADJ': 'напев'}, {'NOUN': 'нестройный'}, {'PUNCT': ','}, {'PUNCT': '—'}, {'PART': 'увы'}, {'PUNCT': '!'}, {'PROPN': 'неусыпить'}, {'NOUN': 'веред'}, {'PUNCT': '!'}, {'ADP': 'в'}, {'NOUN': 'язвина'}, {'VERB': 'вложить'}, {'PROPN': 'ктозелий'}, {'ADJ': 'целебный'}, {'NOUN': 'сила'}, {'PUNCT': '?'}];0;0
9191;Даже если сейчас им неизвестно, в какой из двенадцати домов меня перевозят, они разве не… догадаются, когда мы толпой в… – он быстро всех пересчитал, – четырнадцать человек подлетим к дому родителей Бомс?;40;[{'PART': 'даже'}, {'SCONJ': 'если'}, {'ADV': 'сейчас'}, {'PRON': 'они'}, {'ADJ': 'неизвестный'}, {'PUNCT': ','}, {'ADP': 'в'}, {'DET': 'какой'}, {'ADP': 'из'}, {'NUM': 'двенадцать'}, {'NOUN': 'дом'}, {'PRON': 'я'}, {'VERB': 'перевозить'}, {'PUNCT': ','}, {'PRON': 'они'}, {'PART': 'разве'}, {'PART': 'не'}, {'PUNCT': '…'}, {'ADV': 'догадаются'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'мы'}, {'NOUN': 'толпа'}, {'ADP': 'в'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PRON': 'он'}, {'ADV': 'быстро'}, {'PRON': 'весь'}, {'VERB': 'пересчитать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NUM': 'четырнадцать'}, {'NOUN': 'человек'}, {'VERB': 'подлететь'}, {'ADP': 'к'}, {'NOUN': 'дом'}, {'NOUN': 'родитель'}, {'PROPN': 'бомс'}, {'PUNCT': '?'}];"какой; когда";[{'DET': 'какой'}, {'SCONJ': 'когда'}]
9340;Нам бы лучше решить, – произнесла Гермиона, без сожаления швырнув в мусорную корзину «Теорию защитной магии» и взяв «Рейтинг колдовских школ Европы», – куда, собственно, мы направляемся?;37;[{'PRON': 'мы'}, {'AUX': 'бы'}, {'ADJ': 'лучше'}, {'VERB': 'решить'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'произнести'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'ADP': 'без'}, {'NOUN': 'сожаление'}, {'VERB': 'швырнуть'}, {'ADP': 'в'}, {'ADJ': 'мусорный'}, {'NOUN': 'корзина'}, {'PUNCT': '«'}, {'NOUN': 'теория'}, {'ADJ': 'защитный'}, {'NOUN': 'магия'}, {'PUNCT': '»'}, {'CCONJ': 'и'}, {'VERB': 'взять'}, {'PUNCT': '«'}, {'NOUN': 'рейтинг'}, {'ADJ': 'колдовской'}, {'NOUN': 'школа'}, {'PROPN': 'европа'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'куда'}, {'PUNCT': ','}, {'ADV': 'собственно'}, {'PUNCT': ','}, {'PRON': 'мы'}, {'VERB': 'направляться'}, {'PUNCT': '?'}];куда;[{'ADV': 'куда'}]
9341;Я знаю, Гарри, ты говорил, что первым делом хочешь в Годрикову Лощину, и я прекрасно понимаю почему… но… разве наша главная цель – не окаянты?;32;[{'PRON': 'я'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADJ': 'первый'}, {'NOUN': 'дело'}, {'VERB': 'хотеть'}, {'ADP': 'в'}, {'PROPN': 'годриков'}, {'PROPN': 'лощина'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PRON': 'я'}, {'ADV': 'прекрасно'}, {'VERB': 'понимать'}, {'ADV': 'почему'}, {'PUNCT': '…'}, {'CCONJ': 'но'}, {'PUNCT': '…'}, {'PART': 'разве'}, {'DET': 'наш'}, {'ADJ': 'главный'}, {'NOUN': 'цель'}, {'PUNCT': '–'}, {'PART': 'не'}, {'VERB': 'окаянт'}, {'PUNCT': '?'}];"что; почему";[{'SCONJ': 'что'}, {'ADV': 'почему'}]
9582;Папа Рона говорил, что против Злея наложены заклятия… и даже если они не сработают, – чуть повысил голос он, заметив, что Гермиона собралась спорить, – что с того?;35;[{'NOUN': 'папа'}, {'PROPN': 'рон'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'против'}, {'PROPN': 'злея'}, {'VERB': 'наложить'}, {'NOUN': 'заклятие'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PART': 'даже'}, {'SCONJ': 'если'}, {'PRON': 'они'}, {'PART': 'не'}, {'VERB': 'сработать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'чуть'}, {'VERB': 'повысить'}, {'NOUN': 'голос'}, {'PRON': 'он'}, {'PUNCT': ','}, {'VERB': 'заметить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'гермиона'}, {'VERB': 'собраться'}, {'VERB': 'спорить'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'ADP': 'с'}, {'DET': 'тот'}, {'PUNCT': '?'}];"что; что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}]
9613;Оказывается, у них был кот… погиб, наверное, вместе с родителями… или сбежал: некому стало кормить… первую метлу ему купил Сириус… родители знали Батильду Бэгшот… кто их познакомил, Думбльдор?;39;[{'VERB': 'оказываться'}, {'PUNCT': ','}, {'ADP': 'у'}, {'PRON': 'они'}, {'VERB': 'быть'}, {'NOUN': 'кот'}, {'PUNCT': '…'}, {'VERB': 'погибнуть'}, {'PUNCT': ','}, {'ADV': 'наверное'}, {'PUNCT': ','}, {'ADV': 'вместе'}, {'ADP': 'с'}, {'NOUN': 'родитель'}, {'PUNCT': '…'}, {'CCONJ': 'или'}, {'VERB': 'сбежать'}, {'PUNCT': ':'}, {'VERB': 'некого'}, {'VERB': 'стать'}, {'VERB': 'кормить'}, {'PUNCT': '…'}, {'ADJ': 'первый'}, {'NOUN': 'метла'}, {'PRON': 'он'}, {'VERB': 'купить'}, {'PROPN': 'сириус'}, {'PUNCT': '…'}, {'NOUN': 'родитель'}, {'VERB': 'знать'}, {'PROPN': 'батильда'}, {'PROPN': 'бэгшота'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'PRON': 'они'}, {'VERB': 'познакомить'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
9621;Гарри вскочил и без особых церемоний – как и те, кто успел здесь похозяйничать до него, – переворошил бумаги на полу: нет ли среди них окончания письма?;31;[{'PROPN': 'гарри'}, {'VERB': 'вскочить'}, {'CCONJ': 'и'}, {'ADP': 'без'}, {'ADJ': 'особый'}, {'NOUN': 'церемония'}, {'PUNCT': '–'}, {'SCONJ': 'как'}, {'PART': 'и'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'успеть'}, {'ADV': 'здесь'}, {'VERB': 'похозяйничать'}, {'ADP': 'до'}, {'PRON': 'он'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'переворошил'}, {'NOUN': 'бумага'}, {'ADP': 'на'}, {'NOUN': 'пол'}, {'PUNCT': ':'}, {'VERB': 'нет'}, {'PART': 'ли'}, {'ADP': 'среди'}, {'PRON': 'они'}, {'NOUN': 'окончание'}, {'NOUN': 'письмо'}, {'PUNCT': '?'}];"как; кто";[{'SCONJ': 'как'}, {'PRON': 'кто'}]
9741;Наблюдатели всегда были разные, однако дружно ненавидели нормальную одежду, и хотя лондонцев эксцентричностью не удивишь, кто-нибудь нет-нет да оглядывался: как это – в плаще в такую жару?;32;[{'NOUN': 'наблюдатель'}, {'ADV': 'всегда'}, {'AUX': 'быть'}, {'ADJ': 'разный'}, {'PUNCT': ','}, {'ADV': 'однако'}, {'ADV': 'дружно'}, {'VERB': 'ненавидеть'}, {'ADJ': 'нормальный'}, {'NOUN': 'одежда'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'SCONJ': 'хотя'}, {'NOUN': 'лондонец'}, {'NOUN': 'эксцентричность'}, {'PART': 'не'}, {'ADV': 'удивишь'}, {'PUNCT': ','}, {'PRON': 'кто-нибудь'}, {'INTJ': 'нет-нет'}, {'PART': 'да'}, {'VERB': 'оглядываться'}, {'PUNCT': ':'}, {'SCONJ': 'как'}, {'PRON': 'это'}, {'PUNCT': '–'}, {'ADP': 'в'}, {'NOUN': 'плащ'}, {'ADP': 'в'}, {'DET': 'такой'}, {'NOUN': 'жара'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
9803;Гарри не сразу заметил надписьзеленым, вьющуюся по его шляпе: «Жизнь и ложь Альбуса Думбльдора», и так же крупно поперек груди: «Рита Вритер, автор бестселлера “Армандо Диппет: директор или дурак?;40;[{'PROPN': 'гарри'}, {'PART': 'не'}, {'ADV': 'сразу'}, {'VERB': 'заметить'}, {'NOUN': 'надписьзеленый'}, {'PUNCT': ','}, {'VERB': 'виться'}, {'ADP': 'по'}, {'DET': 'его'}, {'NOUN': 'шляпа'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'NOUN': 'жизнь'}, {'CCONJ': 'и'}, {'NOUN': 'ложь'}, {'PROPN': 'альбус'}, {'X': 'думбльдора'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADV': 'так'}, {'PART': 'же'}, {'ADV': 'крупно'}, {'ADP': 'поперек'}, {'NOUN': 'грудь'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'PROPN': 'рита'}, {'PROPN': 'вритер'}, {'PUNCT': ','}, {'NOUN': 'автор'}, {'NOUN': 'бестселлер'}, {'PUNCT': '“'}, {'PROPN': 'армандо'}, {'PROPN': 'диппет'}, {'PUNCT': ':'}, {'NOUN': 'директор'}, {'CCONJ': 'или'}, {'NOUN': 'дурак'}, {'PUNCT': '?'}];0;0
