;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
110;О чем бишь я?;5;[{'ADP': 'о'}, {'PRON': 'что'}, {'ADV': 'бишь'}, {'PRON': 'я'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
113;–Знали,что я… я – колдун?;10;[{'PUNCT': '–'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'PUNCT': '–'}, {'NOUN': 'колдун'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
116;Вы же говорили, они погибли в аварии?;9;[{'PRON': 'вы'}, {'PART': 'же'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'PRON': 'они'}, {'VERB': 'погибнуть'}, {'ADP': 'в'}, {'NOUN': 'авария'}, {'PUNCT': '?'}];0;0
117;В АВАРИИ?;3;[{'ADP': 'в'}, {'NOUN': 'авария'}, {'PUNCT': '?'}];0;0
118;Как это?;3;[{'ADV': 'как'}, {'PRON': 'это'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
122;Может, напишете на бумажке?;6;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'VERB': 'написать'}, {'ADP': 'на'}, {'NOUN': 'бумажка'}, {'PUNCT': '?'}];0;0
123;И почему Сами-Знаете-Кто ни разу не попытался перетянуть их на свою сторону?;13;[{'CCONJ': 'и'}, {'ADV': 'почему'}, {'PROPN': 'сами-знаете-кто'}, {'PART': 'ни'}, {'NOUN': 'раз'}, {'PART': 'не'}, {'VERB': 'попытаться'}, {'VERB': 'перетянуть'}, {'PRON': 'они'}, {'ADP': 'на'}, {'DET': 'свой'}, {'NOUN': 'сторона'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
124;Никогда не интересовался, откуда у тебя шрам на лбу?;11;[{'ADV': 'никогда'}, {'PART': 'не'}, {'VERB': 'интересоваться'}, {'PUNCT': ','}, {'ADV': 'откуда'}, {'ADP': 'у'}, {'PRON': 'ты'}, {'VERB': 'шрам'}, {'ADP': 'на'}, {'NOUN': 'лоб'}, {'PUNCT': '?'}];откуда;[{'ADV': 'откуда'}]
125;Без таких в мире только лучше, да и получили они по заслугам: чего и ждать, когда якшаешься с колдунами?;23;[{'ADP': 'без'}, {'DET': 'такой'}, {'ADP': 'в'}, {'NOUN': 'мир'}, {'PART': 'только'}, {'ADJ': 'лучше'}, {'PUNCT': ','}, {'CCONJ': 'да'}, {'CCONJ': 'и'}, {'VERB': 'получить'}, {'PRON': 'они'}, {'ADP': 'по'}, {'NOUN': 'заслуга'}, {'PUNCT': ':'}, {'PRON': 'что'}, {'PART': 'и'}, {'VERB': 'ждать'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'VERB': 'якшаться'}, {'ADP': 'с'}, {'NOUN': 'колдун'}, {'PUNCT': '?'}];"что; когда";[{'PRON': 'что'}, {'SCONJ': 'когда'}]
126;А что случилось с Воль… извините – с Сами-Знаете-Кем?;11;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'VERB': 'случиться'}, {'ADP': 'с'}, {'PROPN': 'воля'}, {'PUNCT': '…'}, {'VERB': 'извинить'}, {'PUNCT': '–'}, {'ADP': 'с'}, {'NOUN': 'сами-знаете-кем'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
127;Он ведь тогда забирал все больше силы, больше власти – с чего ему исчезать?;16;[{'PRON': 'он'}, {'PART': 'ведь'}, {'ADV': 'тогда'}, {'VERB': 'забирать'}, {'PART': 'все'}, {'NUM': 'больше'}, {'NOUN': 'сила'}, {'PUNCT': ','}, {'ADV': 'большой'}, {'NOUN': 'власть'}, {'PUNCT': '–'}, {'ADP': 'с'}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'исчезать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
128;Он – колдун?;4;[{'PRON': 'он'}, {'PUNCT': '–'}, {'NOUN': 'колдун'}, {'PUNCT': '?'}];0;0
129;Да как этоможет быть?;5;[{'PART': 'да'}, {'SCONJ': 'как'}, {'VERB': 'этомочь'}, {'VERB': 'быть'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
130;Если когда-то он победил самого могущественного чародея на свете, почему Дудли вечно пинал его, как футбольный мячик?;20;[{'SCONJ': 'если'}, {'ADV': 'когда-то'}, {'PRON': 'он'}, {'VERB': 'победить'}, {'ADJ': 'сам'}, {'ADJ': 'могущественный'}, {'NOUN': 'чародей'}, {'ADP': 'на'}, {'NOUN': 'свет'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PROPN': 'дудли'}, {'ADV': 'вечно'}, {'VERB': 'пинать'}, {'PRON': 'он'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'ADJ': 'футбольный'}, {'NOUN': 'мячик'}, {'PUNCT': '?'}];"почему; как";[{'ADV': 'почему'}, {'SCONJ': 'как'}]
131;Не колдун, значит?;5;[{'PART': 'не'}, {'NOUN': 'колдун'}, {'PUNCT': ','}, {'ADV': 'значит'}, {'PUNCT': '?'}];0;0
132;И что, никогда ничего не делалось по-твоему, когда ты, к примеру, сердился или пугался?;19;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'никогда'}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'делаться'}, {'ADV': 'по-твоему'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'ADP': 'к'}, {'NOUN': 'пример'}, {'PUNCT': ','}, {'NOUN': 'сердиться'}, {'CCONJ': 'или'}, {'NOUN': 'пугаться'}, {'PUNCT': '?'}];"что; когда";[{'PRON': 'что'}, {'SCONJ': 'когда'}]
134;Не пустить сына Лили и Джеймса Поттеров в «Хогварц»?;12;[{'PART': 'не'}, {'VERB': 'пустить'}, {'NOUN': 'сын'}, {'PROPN': 'лили'}, {'CCONJ': 'и'}, {'PROPN': 'джеймс'}, {'PROPN': 'поттер'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];0;0
136;А почему вам нельзя заниматься магией?;7;[{'CCONJ': 'а'}, {'ADV': 'почему'}, {'PRON': 'вы'}, {'ADV': 'нельзя'}, {'VERB': 'заниматься'}, {'NOUN': 'магия'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
137;А за что вас исключили?;6;[{'CCONJ': 'а'}, {'ADP': 'за'}, {'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'исключить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
142;Думаешь, родители тебе ничего не оставили?;8;[{'VERB': 'думать'}, {'PUNCT': ','}, {'NOUN': 'родитель'}, {'PRON': 'ты'}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'оставить'}, {'PUNCT': '?'}];0;0
143;А золото они, по-твоему, в чулке держали?;10;[{'CCONJ': 'а'}, {'NOUN': 'золото'}, {'PRON': 'они'}, {'PUNCT': ','}, {'ADV': 'по-твоему'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'чулок'}, {'VERB': 'держать'}, {'PUNCT': '?'}];0;0
144;У колдунов бывают банки?;5;[{'ADP': 'у'}, {'NOUN': 'колдун'}, {'VERB': 'бывать'}, {'NOUN': 'банк'}, {'PUNCT': '?'}];0;0
146;Доверяет, ясно?;4;[{'VERB': 'доверять'}, {'PUNCT': ','}, {'ADJ': 'ясный'}, {'PUNCT': '?'}];0;0
147;Ну, собрался?;4;[{'PART': 'ну'}, {'PUNCT': ','}, {'VERB': 'собраться'}, {'PUNCT': '?'}];0;0
148;А как вы сюда попали?;6;[{'CCONJ': 'а'}, {'ADV': 'как'}, {'PRON': 'вы'}, {'ADV': 'сюда'}, {'VERB': 'попасть'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
150;Ежели я чуток скорости поднаддам… пусть это останется между нами, ладно?;14;[{'VERB': 'ежели'}, {'PRON': 'я'}, {'VERB': 'чуткий'}, {'NOUN': 'скорость'}, {'NOUN': 'поднаддам'}, {'PUNCT': '…'}, {'PART': 'пусть'}, {'PRON': 'это'}, {'VERB': 'остаться'}, {'ADP': 'между'}, {'PRON': 'мы'}, {'PUNCT': ','}, {'PART': 'ладно'}, {'PUNCT': '?'}];0;0
151;А почему только полоумный решится ограбить «Гринготтс»?;10;[{'CCONJ': 'а'}, {'ADV': 'почему'}, {'PART': 'только'}, {'NOUN': 'полоумный'}, {'VERB': 'решиться'}, {'VERB': 'ограбить'}, {'PUNCT': '«'}, {'PROPN': 'гринготтс'}, {'PUNCT': '»'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
152;Да и дороги не найдешь – «Гринготтс» глубоко-глубоко под Лондоном, на сотни миль, понимаешь?;19;[{'CCONJ': 'да'}, {'CCONJ': 'и'}, {'NOUN': 'дорога'}, {'PART': 'не'}, {'VERB': 'найти'}, {'PUNCT': '–'}, {'PUNCT': '«'}, {'PROPN': 'гринготтс'}, {'PUNCT': '»'}, {'VERB': 'глубокий-глубокий'}, {'ADP': 'под'}, {'PROPN': 'лондон'}, {'PUNCT': ','}, {'ADP': 'на'}, {'NOUN': 'сотня'}, {'NOUN': 'миля'}, {'PUNCT': ','}, {'VERB': 'понимать'}, {'PUNCT': '?'}];0;0
153;А что, есть такое министерство?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'быть'}, {'DET': 'такой'}, {'NOUN': 'министерство'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
154;А чемзанимаетсяминистерство магии?;4;[{'CCONJ': 'а'}, {'NOUN': 'чемзанимаетсяминистерство'}, {'NOUN': 'магия'}, {'PUNCT': '?'}];0;0
158;Чего только муглы не навыдумывают, скажи?;8;[{'PRON': 'что'}, {'PART': 'только'}, {'NOUN': 'мугол'}, {'PART': 'не'}, {'VERB': 'навыдумывать'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
159;Огрид, – спросил Гарри, слегка задыхаясь – ему ведь приходилось бежать, чтобы не отстать от великана, – значит, в «Гринготтсе» естьдраконы?;29;[{'PROPN': 'огрид'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'спросить'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'ADV': 'слегка'}, {'VERB': 'задыхаться'}, {'PUNCT': '–'}, {'PRON': 'он'}, {'PART': 'ведь'}, {'VERB': 'приходиться'}, {'VERB': 'бежать'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PART': 'не'}, {'VERB': 'отстать'}, {'ADP': 'от'}, {'NOUN': 'великан'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'значить'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'гринготтс'}, {'PUNCT': '»'}, {'NOUN': 'естьдракон'}, {'PUNCT': '?'}];0;0
161;У тебя письмо с собой, Гарри?;8;[{'ADP': 'у'}, {'PRON': 'ты'}, {'NOUN': 'письмо'}, {'ADP': 'с'}, {'PRON': 'себя'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];0;0
162;ВНИМАНИЮ РОДИТЕЛЕЙ:УЧАЩИМСЯ ПЕРВОГО ГОДА ОБУЧЕНИЯ НЕ РАЗРЕШАЕТСЯ ИМЕТЬ СОБСТВЕННЫЕ МЕТЛЫ – И все это можно купить в Лондоне?;21;[{'NOUN': 'внимание'}, {'NOUN': 'родитель'}, {'PUNCT': ':'}, {'PROPN': 'учиться'}, {'ADJ': 'первый'}, {'PROPN': 'год'}, {'PROPN': 'обучение'}, {'PART': 'не'}, {'PROPN': 'разрешается'}, {'VERB': 'иметь'}, {'ADJ': 'собственный'}, {'PROPN': 'метла'}, {'PUNCT': '–'}, {'CCONJ': 'и'}, {'DET': 'весь'}, {'PRON': 'это'}, {'ADV': 'можно'}, {'VERB': 'купить'}, {'ADP': 'в'}, {'PROPN': 'лондон'}, {'PUNCT': '?'}];0;0
163;Неужели правда, что внизу, под землей, хранятся груды колдовского золота?;14;[{'PART': 'неужели'}, {'ADV': 'правда'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'внизу'}, {'PUNCT': ','}, {'ADP': 'под'}, {'NOUN': 'земля'}, {'PUNCT': ','}, {'VERB': 'храниться'}, {'NOUN': 'груда'}, {'ADJ': 'колдовской'}, {'NOUN': 'золото'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
164;И где же магазины, в которых продаются сборники заклинаний и метлы?;13;[{'CCONJ': 'и'}, {'ADV': 'где'}, {'PART': 'же'}, {'NOUN': 'магазин'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'который'}, {'VERB': 'продаваться'}, {'NOUN': 'сборник'}, {'NOUN': 'заклинание'}, {'CCONJ': 'и'}, {'NOUN': 'метла'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
165;Может, это вообще дурацкий розыгрыш, подстроенный дядей и тетей?;12;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'PRON': 'это'}, {'ADV': 'вообще'}, {'ADJ': 'дурацкий'}, {'NOUN': 'розыгрыш'}, {'PUNCT': ','}, {'ADJ': 'подстроить'}, {'NOUN': 'дядя'}, {'CCONJ': 'и'}, {'NOUN': 'тетя'}, {'PUNCT': '?'}];0;0
166;Как обычно, Огрид?;5;[{'SCONJ': 'как'}, {'ADV': 'обычно'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
167;Возможно ли?;3;[{'ADJ': 'возможный'}, {'PART': 'ли'}, {'PUNCT': '?'}];0;0
168;Вы слышали?;3;[{'PRON': 'вы'}, {'VERB': 'слышать'}, {'PUNCT': '?'}];0;0
169;А что вы преподаете, профессор Страунс?;8;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'вы'}, {'NOUN': 'преподавать'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PROPN': 'страунс'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
170;Н-но в-вам же это н-не п-понадобится, да, П-поттер?;11;[{'PROPN': 'н-но'}, {'VERB': 'в-вам'}, {'PART': 'же'}, {'PRON': 'это'}, {'ADJ': 'н-не'}, {'NOUN': 'п-понадобиться'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': ','}, {'PROPN': 'п-поттер'}, {'PUNCT': '?'}];0;0
171;Идете п-покупать в-все д-для школы, п-полагаю?;8;[{'VERB': 'идти'}, {'ADJ': 'п-покупать'}, {'X': 'в-все'}, {'ADJ': 'д-для'}, {'NOUN': 'школа'}, {'PUNCT': ','}, {'NOUN': 'п-полагать'}, {'PUNCT': '?'}];0;0
172;Что я тебе говорил?;5;[{'PRON': 'что'}, {'PRON': 'я'}, {'PRON': 'ты'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
173;Он всегда такой нервный?;5;[{'PRON': 'он'}, {'ADV': 'всегда'}, {'DET': 'такой'}, {'NOUN': 'нервный'}, {'PUNCT': '?'}];0;0
174;Так, а где мой зонтик?;7;[{'ADV': 'так'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'где'}, {'DET': 'мой'}, {'NOUN': 'зонтик'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
177;У вас есть его ключ, сэр?;8;[{'ADP': 'у'}, {'PRON': 'вы'}, {'VERB': 'быть'}, {'PRON': 'он'}, {'NOUN': 'ключ'}, {'PUNCT': ','}, {'NOUN': 'сэр'}, {'PUNCT': '?'}];0;0
178;А что такое Сами-Знаете-Что в ячейке семьсот тринадцать?;9;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'DET': 'такой'}, {'NOUN': 'сами-знаете-что'}, {'ADP': 'в'}, {'NOUN': 'ячейка'}, {'NUM': 'семьсот'}, {'NUM': 'тринадцать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
179;Так и не знаю, – крикнул Гарри Огриду сквозь грохот тележки, – кто из них сталактит, а кто – сталагмит?;24;[{'ADV': 'так'}, {'PART': 'и'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'крикнуть'}, {'PROPN': 'гарри'}, {'PROPN': 'огрид'}, {'ADP': 'сквозь'}, {'NOUN': 'грохот'}, {'NOUN': 'тележка'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'кто'}, {'ADP': 'из'}, {'PRON': 'они'}, {'ADJ': 'сталактит'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'кто'}, {'PUNCT': '–'}, {'NOUN': 'сталагмит'}, {'PUNCT': '?'}];"кто; кто";[{'PRON': 'кто'}, {'PRON': 'кто'}]
180;А теперь, будь другом, к ячейке номер семьсот тринадцать, и не гони так, а?;19;[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'NOUN': 'друг'}, {'PUNCT': ','}, {'ADP': 'к'}, {'NOUN': 'ячейка'}, {'NOUN': 'номер'}, {'NUM': 'семьсот'}, {'NUM': 'тринадцать'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PART': 'не'}, {'VERB': 'гнать'}, {'ADV': 'так'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];0;0
181;И часто вы проверяете, нет ли кого внутри?;10;[{'CCONJ': 'и'}, {'ADV': 'часто'}, {'PRON': 'вы'}, {'VERB': 'проверять'}, {'PUNCT': ','}, {'VERB': 'нет'}, {'PART': 'ли'}, {'PRON': 'кто'}, {'ADV': 'внутри'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
182;Ну что, назад в адскую громыхалку?;8;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'назад'}, {'ADP': 'в'}, {'ADJ': 'адский'}, {'NOUN': 'громыхалка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
183;Слушай, Гарри, ты не против, если я заскочу в «Дырявый котел»?;17;[{'VERB': 'слушать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'PART': 'не'}, {'ADV': 'против'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'я'}, {'VERB': 'заскочить'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'ADJ': 'дырявый'}, {'NOUN': 'котел'}, {'PUNCT': '»'}, {'PUNCT': '?'}];0;0
184;Идешь в «Хогварц», милый?;8;[{'VERB': 'идти'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'ADJ': 'милый'}, {'PUNCT': '?'}];0;0
185;Тоже в «Хог варц»?;7;[{'ADV': 'тоже'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'X': 'хог'}, {'X': 'варц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];0;0
186;А утебяесть метла?;4;[{'CCONJ': 'а'}, {'ADJ': 'утебяесть'}, {'NOUN': 'метла'}, {'PUNCT': '?'}];0;0
187;А в квидиш-то хоть играешь?;6;[{'CCONJ': 'а'}, {'ADP': 'в'}, {'NOUN': 'квидиш-то'}, {'ADV': 'хоть'}, {'VERB': 'играть'}, {'PUNCT': '?'}];0;0
188;Ты уже знаешь, в какой колледж идешь?;9;[{'PRON': 'ты'}, {'ADV': 'уже'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADP': 'в'}, {'DET': 'какой'}, {'NOUN': 'колледж'}, {'VERB': 'идти'}, {'PUNCT': '?'}];какой;[{'DET': 'какой'}]
189;Хоть из школы уходи, честное слово, как считаешь?;11;[{'ADV': 'хоть'}, {'ADP': 'из'}, {'NOUN': 'школа'}, {'NOUN': 'уходить'}, {'PUNCT': ','}, {'ADJ': 'честной'}, {'NOUN': 'слово'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'VERB': 'считать'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
190;Он же там какой-то прислужник?;6;[{'PRON': 'он'}, {'PART': 'же'}, {'ADV': 'там'}, {'DET': 'какой-то'}, {'NOUN': 'прислужник'}, {'PUNCT': '?'}];0;0
192;А почему он с тобой?;6;[{'CCONJ': 'а'}, {'ADV': 'почему'}, {'PRON': 'он'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
193;Где твои родители?;4;[{'ADV': 'где'}, {'DET': 'твой'}, {'NOUN': 'родитель'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
194;Но они были изнаших,да?;7;[{'CCONJ': 'но'}, {'PRON': 'они'}, {'AUX': 'быть'}, {'VERB': 'изнануть'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];0;0
