;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
449;А вообще, с чего ему бояться Злея?;9;[{'CCONJ': 'а'}, {'ADV': 'вообще'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'бояться'}, {'PROPN': 'злея'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
453;Что с тобой?;4;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
455;Но что ему нужно?;5;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'PRON': 'он'}, {'ADJ': 'нужный'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
456;Что же такое охраняет наша собачка?;7;[{'PRON': 'что'}, {'PART': 'же'}, {'DET': 'такой'}, {'VERB': 'охранять'}, {'DET': 'наш'}, {'NOUN': 'собачка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
459;Это что, Проныра?;5;[{'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'проныра'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
460;О чем ты?;4;[{'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
462;Что это Гарри затеял?;5;[{'SCONJ': 'что'}, {'PRON': 'это'}, {'PROPN': 'гарри'}, {'VERB': 'затеять'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
464;Что ты делаешь?;4;[{'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
465;Что делать-то?;3;[{'PRON': 'что'}, {'VERB': 'делать-то'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
466;С чего бы Злею этак чудить?;7;[{'ADP': 'с'}, {'PRON': 'что'}, {'AUX': 'бы'}, {'PROPN': 'злеть'}, {'VERB': 'этак'}, {'ADV': 'чудить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
469;Что сторожить?;3;[{'PRON': 'что'}, {'VERB': 'сторожить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
473;Что, Уизли, решил подзаработать?;7;[{'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'уизли'}, {'PUNCT': ','}, {'VERB': 'решить'}, {'VERB': 'подзаработать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
475;Ну же, проходите, что встали?;8;[{'PART': 'ну'}, {'PART': 'же'}, {'PUNCT': ','}, {'VERB': 'проходить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'встать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
482;Что потеряли, юноша?;5;[{'SCONJ': 'что'}, {'VERB': 'потерять'}, {'PUNCT': ','}, {'NOUN': 'юноша'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
487;А ты чего ждал, репку?;7;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'ждать'}, {'PUNCT': ','}, {'NOUN': 'репка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
490;А что это?;4;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
491;Да что с тобой?;5;[{'CCONJ': 'да'}, {'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
495;Что за шум?;4;[{'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'шум'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
500;Гарри знал, что рыцарские доспехи есть где-то возле кухни, но он вроде бы пятью этажами выше?;19;[{'PROPN': 'гарри'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADJ': 'рыцарский'}, {'NOUN': 'доспех'}, {'VERB': 'быть'}, {'ADV': 'где-то'}, {'ADP': 'возле'}, {'NOUN': 'кухня'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PRON': 'он'}, {'ADV': 'вроде'}, {'PART': 'бы'}, {'NUM': 'пять'}, {'NOUN': 'этаж'}, {'ADJ': 'выше'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
504;Что, в комнате полно невидимых людей, а зеркало все равно их отражает?;15;[{'PRON': 'что'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'комната'}, {'ADV': 'полно'}, {'ADJ': 'невидимый'}, {'NOUN': 'человек'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'NOUN': 'зеркало'}, {'PRON': 'весь'}, {'ADJ': 'равный'}, {'PRON': 'они'}, {'VERB': 'отражать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
508;Съешь хоть бекона, что ты совсем ничего не ешь?;11;[{'VERB': 'съесть'}, {'ADV': 'хоть'}, {'NOUN': 'бекон'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'ADV': 'совсем'}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'есть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
511;И даже если Злей это украдет, что изменится?;10;[{'CCONJ': 'и'}, {'PART': 'даже'}, {'SCONJ': 'если'}, {'PROPN': 'злеть'}, {'PRON': 'это'}, {'VERB': 'украсть'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'измениться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
512;Что с тобой?;4;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
518;С чего бы?;4;[{'ADP': 'с'}, {'PRON': 'что'}, {'PART': 'бы'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
519;Ты же просто держишь кубок, что тут интересного?;10;[{'PRON': 'ты'}, {'PART': 'же'}, {'PART': 'просто'}, {'VERB': 'держать'}, {'NOUN': 'кубок'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADV': 'тут'}, {'ADJ': 'интересный'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
524;Ну, они тебя не видят… и что с того?;12;[{'PART': 'ну'}, {'PUNCT': ','}, {'PRON': 'они'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'видеть'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'SCONJ': 'что'}, {'ADP': 'с'}, {'DET': 'тот'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
528;Что может ему помешать?;5;[{'PRON': 'что'}, {'VERB': 'мочь'}, {'PRON': 'он'}, {'VERB': 'помешать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
530;Но, я полагаю, ты уже понял, что оно делает?;13;[{'CCONJ': 'но'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'полагать'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADV': 'уже'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'оно'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
531;Ну, так ты догадался, что показывает нам Зеркало Джедан?;12;[{'PART': 'ну'}, {'PUNCT': ','}, {'ADV': 'так'}, {'PRON': 'ты'}, {'VERB': 'догадаться'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'показывать'}, {'PRON': 'мы'}, {'PROPN': 'зеркало'}, {'PROPN': 'джедан'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
535;А что видите в зеркале вы?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'VERB': 'видеть'}, {'ADP': 'в'}, {'NOUN': 'зеркало'}, {'PRON': 'вы'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
541;А я что тут сделаю?;6;[{'CCONJ': 'а'}, {'PRON': 'я'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
542;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
543;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
551;Ну,честное слово– вы что, ничего не читаете?;11;[{'PART': 'ну'}, {'PUNCT': ','}, {'ADJ': 'честной'}, {'NOUN': 'слово–'}, {'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'читать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
555;Может, догадался, что они узнали про философский камень?;11;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'VERB': 'догадаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'они'}, {'VERB': 'узнать'}, {'ADP': 'про'}, {'ADJ': 'философский'}, {'NOUN': 'камень'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
564;С чего бы это?;5;[{'ADP': 'с'}, {'PRON': 'что'}, {'AUX': 'бы'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
571;А ты что делаешь в библиотеке?;7;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'делать'}, {'ADP': 'в'}, {'NOUN': 'библиотека'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
572;А вам что занадобилось?;5;[{'CCONJ': 'а'}, {'PRON': 'вы'}, {'PRON': 'что'}, {'NOUN': 'занадобилось'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
574;Чего орешь, сдурел?;5;[{'PRON': 'что'}, {'NOUN': 'орать'}, {'PUNCT': ','}, {'NOUN': 'сдуреть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
576;А что это он там прятал?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'он'}, {'ADV': 'там'}, {'VERB': 'прятать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
580;Что же такое задумал Огрид?;6;[{'PRON': 'что'}, {'PART': 'же'}, {'DET': 'такой'}, {'VERB': 'задумать'}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
582;Ну, чего спросить-то хотели?;6;[{'PART': 'ну'}, {'PUNCT': ','}, {'PRON': 'что'}, {'NOUN': 'спросить-то'}, {'VERB': 'хотеть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
592;Огрид!Что это?;5;[{'PROPN': 'огрид'}, {'PUNCT': '!'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
598;Что он успел услышать?;5;[{'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'успеть'}, {'VERB': 'услышать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
601;Что такое?;3;[{'PRON': 'что'}, {'DET': 'такой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
614;Надо полагать, вам очень забавно, что Лонгботтом тоже поверил в ваши россказни?;15;[{'ADV': 'надо'}, {'VERB': 'полагать'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'ADV': 'очень'}, {'ADJ': 'забавный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'лонгботт'}, {'ADV': 'тоже'}, {'VERB': 'поверить'}, {'ADP': 'в'}, {'DET': 'ваш'}, {'NOUN': 'россказни'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
623;Что будем делать, Гарри?;6;[{'PRON': 'что'}, {'AUX': 'быть'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
644;И чему же вас там выучили, в школе?;10;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PART': 'же'}, {'PRON': 'вы'}, {'ADV': 'там'}, {'VERB': 'выучить'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'школа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
646;Но ты видел чего, Ронан?;7;[{'CCONJ': 'но'}, {'PRON': 'ты'}, {'VERB': 'видеть'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'ронан'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
650;Может, ты видал на днях чего необычное?;9;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'VERB': 'видать'}, {'ADP': 'на'}, {'NOUN': 'день'}, {'PRON': 'что'}, {'ADJ': 'необычный'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
657;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
666;Ты что, проболтался?;5;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'NOUN': 'проболтаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
667;Разве движение планет не поведало нам, чему суждено быть?;11;[{'PART': 'разве'}, {'NOUN': 'движение'}, {'NOUN': 'планета'}, {'PART': 'не'}, {'VERB': 'поведать'}, {'PRON': 'мы'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'суждено'}, {'AUX': 'быть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
669;Ты что, не видел единорога?;7;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'видеть'}, {'NOUN': 'единорог'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
674;Гарри Поттер, знаешь ли ты, для чего используется кровь единорога?;13;[{'PROPN': 'гарри'}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'VERB': 'знать'}, {'PART': 'ли'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'ADP': 'для'}, {'PRON': 'что'}, {'VERB': 'использоваться'}, {'NOUN': 'кровь'}, {'NOUN': 'единорог'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
676;Чем быть навеки проклятым, лучше умереть, разве нет?;11;[{'PRON': 'что'}, {'AUX': 'быть'}, {'ADV': 'навеки'}, {'ADJ': 'проклятый'}, {'PUNCT': ','}, {'ADJ': 'лучше'}, {'VERB': 'умереть'}, {'PUNCT': ','}, {'PART': 'разве'}, {'PART': 'нет'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
677;Но вдруг тебе надо продержаться совсем чуть-чуть, пока не выпьешь другой напиток, что вернет и силу, и власть и дарует вечную жизнь?;26;[{'CCONJ': 'но'}, {'ADV': 'вдруг'}, {'PRON': 'ты'}, {'ADV': 'надо'}, {'VERB': 'продержаться'}, {'ADV': 'совсем'}, {'PART': 'чуть-чуть'}, {'PUNCT': ','}, {'SCONJ': 'пока'}, {'PART': 'не'}, {'VERB': 'выпить'}, {'ADJ': 'другой'}, {'NOUN': 'напиток'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'вернуть'}, {'PART': 'и'}, {'NOUN': 'сила'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'NOUN': 'власть'}, {'CCONJ': 'и'}, {'VERB': 'даровать'}, {'ADJ': 'вечный'}, {'NOUN': 'жизнь'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
678;Мальчик Поттер, известно ли тебе, что спрятано сейчас в стенах вашей школы?;15;[{'NOUN': 'мальчик'}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'ADJ': 'известный'}, {'PART': 'ли'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'спрятать'}, {'ADV': 'сейчас'}, {'ADP': 'в'}, {'NOUN': 'стена'}, {'DET': 'ваш'}, {'NOUN': 'школа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
687;Тебе не кажется, что все как-то странно?;9;[{'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'весь'}, {'ADV': 'как-то'}, {'ADJ': 'странный'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
691;Вы про что это?;5;[{'PRON': 'вы'}, {'ADP': 'про'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
696;А чего такого?;4;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'DET': 'такой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
697;А о чем ты с ним говорил, Огрид?;10;[{'CCONJ': 'а'}, {'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'ADP': 'с'}, {'PRON': 'он'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
701;А чего, много встретишь трехголовых псов, хоть и в «Хогварце»?;15;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'много'}, {'VERB': 'встретить'}, {'ADJ': 'трехголовый'}, {'NOUN': 'пес'}, {'PUNCT': ','}, {'ADV': 'хоть'}, {'PART': 'и'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
704;Что это вы здесь делаете?;6;[{'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'вы'}, {'ADV': 'здесь'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
707;Гарри сглотнул: что же ответить?;7;[{'PROPN': 'гарри'}, {'VERB': 'сглотнуть'}, {'PUNCT': ':'}, {'PRON': 'что'}, {'PART': 'же'}, {'VERB': 'ответить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
715;Ну что ж, вот и все, да?;10;[{'PART': 'ну'}, {'PRON': 'что'}, {'PART': 'ж'}, {'PUNCT': ','}, {'PART': 'вот'}, {'PART': 'и'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
716;Ты что, обалдел?;5;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'обалдеть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
717;НУ И ЧТО?;4;[{'PROPN': 'ну'}, {'CCONJ': 'и'}, {'PROPN': 'что'}, {'PUNCT': '?'}];что;[{'PROPN': 'что'}]
718;Вы что, не понимаете?;6;[{'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
723;Да ладно тебе – ты что думал, мы тебя одного отпустим?;13;[{'PART': 'да'}, {'PART': 'ладно'}, {'PRON': 'ты'}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'мы'}, {'PRON': 'ты'}, {'NUM': 'один'}, {'VERB': 'отпустить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
725;Что это вы тут делаете?;6;[{'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'вы'}, {'ADV': 'тут'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
727;Что ты с ним сделала?;6;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADP': 'с'}, {'PRON': 'он'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
731;Что это у него под ногами?;7;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'у'}, {'PRON': 'он'}, {'ADP': 'под'}, {'NOUN': 'нога'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
733;Что там?;3;[{'PRON': 'что'}, {'ADV': 'там'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
737;Это что тут?;4;[{'PRON': 'это'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
739;Что говорила профессор Спарж?;5;[{'PRON': 'что'}, {'VERB': 'говорить'}, {'NOUN': 'профессор'}, {'PROPN': 'спаржа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
740;ТЫ ЧЕГО, СОВСЕМ?;5;[{'PRON': 'ты'}, {'NOUN': 'что'}, {'PUNCT': ','}, {'ADV': 'совсем'}, {'PUNCT': '?'}];что;[{'NOUN': 'что'}]
745;Чего теперь?;3;[{'PRON': 'что'}, {'ADV': 'теперь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
749;И что теперь?;4;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'ADV': 'теперь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
753;Что, если они проиграют?;6;[{'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'они'}, {'VERB': 'проиграть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
757;А что, если он?;6;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
760;Что надо делать?;4;[{'PRON': 'что'}, {'ADV': 'надо'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
